Band;Title;;year;FORMAT;Label;RC;PC C;ED;Precio;Estilo;Sub Stylo;image_file
2 Lux 25;Go !!! / Give Yourself;;91;"12""";Extreme;EX;EX;UK;4;Electronic;Dance;
